,modname,formula,AICc,BIC,r2.vals,r2.vals.unique,edf,edf.less.1,delta.AICc,delta.BIC,wi.AICc,wi.BIC,Days_10N,Min_Monthly_Nitrate,Max_Monthly_Nitrate,Mean_Monthly_Nitrate,Mean_Monthly_Upwelling_Nitrate,Max_Monthly_Anomaly_Nitrate,Mean_Monthly_Summer_Nitrate,Mean_Monthly_Temp,Mean_Monthly_Summer_Temp,MHW_Upwelling_Days,Min_Monthly_Anomaly_Temp,Max_Monthly_Anomaly_Upwelling_Temp,Min_Monthly_Temp,Mean_Monthly_Upwelling_Temp,mean_depth,mean_prob_of_rock,wh_max,wh_mean,wh_95prc,Mean_Monthly_NPP,Max_Monthly_NPP_Upwelling,log_den_MESFRAAD,log_den_STRPURAD,log_den_PYCHEL,log_Days_16C,log_UBR_Mean,log_UBR_Max,log_Mean_Monthly_NPP_Upwelling,log_Min_Monthly_NPP,cumsum.wi
log_Days_16C+log_Min_Monthly_NPP+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+MHW_Upwelling_Days+wh_max,log_Days_16C+log_Min_Monthly_NPP+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+MHW_Upwelling_Days+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.170403,1424.601124,0.13118,NA,26.28,1,33.117,19.676,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.991
log_den_STRPURAD+log_UBR_Mean+Max_Monthly_NPP_Upwelling+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_max,log_den_STRPURAD+log_UBR_Mean+Max_Monthly_NPP_Upwelling+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.17145,1446.869173,0.4326,NA,30.97,1,33.118,41.944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.991
Days_10N+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_NPP+Mean_Monthly_Summer_Temp+wh_max,Days_10N+log_den_STRPURAD+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_NPP+Mean_Monthly_Summer_Temp+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.174568,1491.646468,0.4592,NA,40.38,0,33.121,86.721,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.991
log_Days_16C+log_den_PYCHEL+Max_Monthly_Nitrate+Mean_Monthly_NPP+mean_prob_of_rock+wh_max+wh_mean,log_Days_16C+log_den_PYCHEL+Max_Monthly_Nitrate+Mean_Monthly_NPP+mean_prob_of_rock+wh_max+wh_mean,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.190318,1432.57586,0.38444,NA,28.35,1,33.137,27.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0.991
Days_10N+log_den_STRPURAD+log_UBR_Max+Mean_Monthly_NPP+Min_Monthly_Temp+wh_max,Days_10N+log_den_STRPURAD+log_UBR_Max+Mean_Monthly_NPP+Min_Monthly_Temp+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.198872,1487.856031,0.45934,NA,39.22,0,33.145,82.931,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.991
Days_10N+log_Min_Monthly_NPP+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,Days_10N+log_Min_Monthly_NPP+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.209757,1435.741412,0.42133,NA,28.55,1,33.156,30.816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.991
Days_10N+log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+wh_max,Days_10N+log_Days_16C+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Temp+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Days_16C, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.212157,1485.2752,0.39114,NA,37.76,0,33.158,80.35,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.991
log_Days_16C+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_NPP_Upwelling+Min_Monthly_Temp+wh_95prc+wh_max,log_Days_16C+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_NPP_Upwelling+Min_Monthly_Temp+wh_95prc+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.21429,1493.92442,0.40725,NA,39.87,0,33.161,88.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0.991
log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+Mean_Monthly_Summer_Temp+wh_95prc+wh_max,log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+Mean_Monthly_Summer_Temp+wh_95prc+wh_max,"s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.217475,1477.297558,0.44486,NA,38.3,0,33.164,72.372,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.991
log_den_MESFRAAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Min_Monthly_Temp+wh_95prc+wh_max,log_den_MESFRAAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Min_Monthly_Temp+wh_95prc+wh_max,"s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.218286,1487.917515,0.44914,NA,39.17,0,33.165,82.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0.991
log_Days_16C+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+MHW_Upwelling_Days+wh_max,log_Days_16C+log_Min_Monthly_NPP+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+MHW_Upwelling_Days+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Min_Monthly_NPP, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(MHW_Upwelling_Days, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.227491,1471.383402,0.13211,NA,33.53,0,33.174,66.458,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0.991
log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+Mean_Monthly_Summer_Temp+wh_max,log_Days_16C+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+Mean_Monthly_Summer_Temp+wh_max,"s(log_Days_16C, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.227498,1488.828432,0.39248,NA,38.83,0,33.174,83.903,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.991
Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_mean,Days_10N+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+mean_depth+mean_prob_of_rock+wh_mean,"s(Days_10N, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.227893,1433.177799,0.42206,NA,28.21,1,33.174,28.252,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.991
Days_10N+log_den_MESFRAAD+log_UBR_Max+Min_Monthly_Temp+wh_95prc+wh_max,Days_10N+log_den_MESFRAAD+log_UBR_Max+Min_Monthly_Temp+wh_95prc+wh_max,"s(Days_10N, k = 4, bs = ""cr"") + s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Min_Monthly_Temp, k = 4, bs = ""cr"") + s(wh_95prc, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.228117,1474.504578,0.44833,NA,37.43,0,33.174,69.579,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.991
log_den_PYCHEL+log_UBR_Mean+Max_Monthly_NPP_Upwelling+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_max,log_den_PYCHEL+log_UBR_Mean+Max_Monthly_NPP_Upwelling+mean_depth+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.23283,1447.461687,0.42918,NA,31.14,1,33.179,42.536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.991
log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+wh_max,log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+Max_Monthly_NPP_Upwelling+mean_depth+wh_max,"s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Max_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(mean_depth, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.233995,1477.014201,0.44293,NA,38.1,0,33.18,72.089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0.991
log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Nitrate+wh_max,log_den_STRPURAD+log_Mean_Monthly_NPP_Upwelling+log_UBR_Max+Max_Monthly_Nitrate+Mean_Monthly_Summer_Nitrate+wh_max,"s(log_den_STRPURAD, k = 4, bs = ""cr"") + s(log_Mean_Monthly_NPP_Upwelling, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.239019,1484.529289,0.45429,NA,38.88,0,33.185,79.604,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.991
Days_10N+log_UBR_Max+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_mean,Days_10N+log_UBR_Max+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Temp+mean_prob_of_rock+wh_mean,"s(Days_10N, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Temp, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.242901,1437.834546,0.41746,NA,28.89,1,33.189,32.909,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.991
log_den_PYCHEL+log_UBR_Mean+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Nitrate+mean_prob_of_rock+wh_max,log_den_PYCHEL+log_UBR_Mean+Mean_Monthly_NPP+Mean_Monthly_Summer_Nitrate+Mean_Monthly_Upwelling_Nitrate+mean_prob_of_rock+wh_max,"s(log_den_PYCHEL, k = 4, bs = ""cr"") + s(log_UBR_Mean, k = 4, bs = ""cr"") + s(Mean_Monthly_NPP, k = 4, bs = ""cr"") + s(Mean_Monthly_Summer_Nitrate, k = 4, bs = ""cr"") + s(Mean_Monthly_Upwelling_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.247751,1449.968284,0.43344,NA,32.07,1,33.194,45.043,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.991
log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max+wh_mean,log_den_MESFRAAD+log_UBR_Max+Max_Monthly_Nitrate+mean_prob_of_rock+wh_max+wh_mean,"s(log_den_MESFRAAD, k = 4, bs = ""cr"") + s(log_UBR_Max, k = 4, bs = ""cr"") + s(Max_Monthly_Nitrate, k = 4, bs = ""cr"") + s(mean_prob_of_rock, k = 4, bs = ""cr"") + s(wh_max, k = 4, bs = ""cr"") + s(wh_mean, k = 4, bs = ""cr"") + s(site_name, zone, bs = ""re"") + s(year, bs = ""re"")",1303.249682,1474.093528,0.44446,NA,36.73,0,33.196,69.168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0.991
